,Headlines,Date
1504,Raghuram Rajan: Govts must protect central bank independence. ,2016-07-27
1505,"Violation of regulations: RBI imposes penalties on HDFC Bank, BoB and PNB. Bank employees in Gujarat to go on strike as talks fail. NPA clean-up should have started much earlier: Rajan. ",2016-07-26
1506,"Finance Ministry red flags lax NPA recovery, higher write-offs. ",2016-07-25
1507,Telecom firms seek clarity on GST on value added services: ASSOCHAM. Government seeks applications for Bankruptcy Board chief. ,2016-07-24
1508,Axis Bank net falls 21% as provisions grow 89%. ,2016-07-23
1509,"Reserve Bank asks lenders to implement cyber security policy. ‘Say good bye!’ to ‘R3’: A look at Swamy’s digs at Rajan on Twitter. Raghuram Rajan-mukt RBI: ‘was open (to second term), consulted govt… will return to academia’. Cyber crime: With vulnerability rising, RBI calls for a safety net. ",2016-07-22
1510,"Brookfield, SBI form Rs 7K-cr joint venture for stressed assets. Axis Bank cuts base rate to 9.35 per cent. ",2016-07-21
1511,"13 public lenders get Rs 22,915-cr capital boost; SBI to get Rs 7,575 cr. Wilful defaulters owe banks Rs 58,792 cr: All India Bank Employees Association. ",2016-07-20
1512,"Goldbond bidders to get 4% interest till funds transfer to RBI. Govt to inject $3.4 bn in state banks to revive credit growth. Over 8,100 willful defaulters owe banks over Rs 76,600 crore: Arun Jaitley. ",2016-07-19
1513,HDFC masala bonds issue to pave way for others: Nomura. ,2016-07-17
1514,HDFC raises Rs 3K cr in first ever masala bonds issue. ,2016-07-15
1515,Stressed debt: Banks to consider resolution of HCC loans under S4A. Capital scarcity may pull down loan growth of PSBs: India Ratings (Ind-Ra) report. UBS retains positions as world’s biggest private bank: Study. ,2016-07-14
1516,10 lakh bankers to strike on July 29 over government policies: AIBEA. ,2016-07-13
1517,"Parliamentary panel may propose ‘name & shame’ policy for big loan defaulters. HDFC to launch Rs 3,000-crore Masala bond issue this week. Recapitalisation: Banks may get bulk of funds this week. ",2016-07-12
1518,US banks may have to wait more for wealth management profits. Black money window: CBDT issues notification to ensure secrecy. RBI governor Rajan’s successor likely to be announced this week. Delhi HC restrains bank employees from going on strike tomorrow. ,2016-07-11
1519,NIBM steps in to train successors as banks stare at a management crisis. HDFC Bank to focus on digital platform for sustained growth. Govt begins search for new Whole Time Member at Sebi. HDFC Bank’s Aditya Puri named best banking CEO in Asia. ,2016-07-10
1520,ARCs buy just 15% of Rs 1.3L cr NPAs put on block by banks. Govt starts sell-off process in 51 firms held via SUUTI. VHP against Islamic Development Bank’s plan to open branch in India. ,2016-07-09
1521,"Banks’ non-food credit growth  recovers marginally to 9.76 per cent. Yechury writes to PM Modi: Monetise assets of defaulters, halt plan to recapitalise PSBs. Bank of China seeks to open its first Chilean branch. ",2016-07-08
1522,"Cabinet decision: Axis Bank allowed to raise foreign stake to 74 per cent. Curbing stressed assets, limiting exposure to global uncertainties on FSDC agenda. Fitch downgrades banking sector outlook to ‘negative’. Black money compliance scheme to be advertised on airline boarding passes. ",2016-07-06
1523,India alert to global financial threats: FSDC. Listed firms get more time to comply with Indian Accounting Standards. ,2016-07-05
1524,"RBI says setting up Bank Holding and Investment Company ‘a sub-optimal solution’. ICICI Bank to add 400 branches, 1,000 ATMs this fiscal year. ",2016-07-03
1525,"In Maharashtra a bank branch serves 9,515 people; All-India average 9,280. Draft code on debt resolution system to be unveiled soon: Centre. Banks to discuss using SDR on Jaiprakash Associates. ",2016-07-02
1526,"Bank NPAs in Gujarat cross Rs 25,000 crore mark. Bank of Maharashtra shareholders seek answers to NPAs, other plaguing issues. Reliance Defence gets Reserve Bank nod to exit CDR. New RBI Governor should continue Raghuram Rajan’s inflation fight: DBS. India’s Yes Bank pledges 1 million pounds to LSE. ",2016-07-01
1527,"CBDT notifies foreign tax credit rules, corporates to gain. SBI the only PSU bank gaining retail loan market share: Deutsche Bank. Taxpayers can now file a new ‘e-nivaran’ form for quick redressal of grievances. Three-year term is short for RBI Governor, says Raghuram Rajan. ",2016-06-30
1528,Bank consolidation could pose risk to long-term benefits: Moody’s. NS Vishwanathan appointed as Deputy Governor of RBI. SBI to soon send detailed merger plan for govt approval. RBI releases Financial Stability report; Gross NPAs rise to 7.6% in March. Banks’ gross NPAs may rise to 9.3% by March: RBI report. ,2016-06-28
1529,Indian banking’s ‘weak underbelly’ exposed: Kotak. ,2016-06-26
1530,HDFC Bank among top 100 most valuable global brands. China banks write off USD 300 billion in bad loans. RBI likely to cut rates up to 25 bps in FY’17: Report. ,2016-06-23
1531,"Rexit will not have any impact on RBI says, SBI research team. Voting rights for foreign shareholders: Centre plans raising ceiling to up to 20 per cent amid cash crunch. RBI may get new chief before Parliament monsoon session. Rajan says NPAs, not higher rates, behind low credit growth. ",2016-06-22
1532,Mergers and acquisition: Banking clean-up would throw up several opportunities. ,2016-06-21
1533,"BJP leaders have been targeting Raghuram Rajan for a year: Ghulam Nabi Azad. Raghuram Rajan was working as a Congress agent: Subramanian Swamy. RBI Governor term should be of 5-year for stability: Rakesh Mohan. SEBI, stock exchange to maintain strict market surveillance in wake of Rexit. Opposition accuses RSS, BJP ministers of lobbying against Rajan. Raghuram Rajan’s decision a personal choice, we must respect: Chanda Kochhar. Speculation rife on RBI chief Rajan’s successor with over a dozen names. Raghuram Rajan’s successor soon, no panel to look for new RBI chief. ",2016-06-20
1534,"RBI Governor Rajan not seeking second term, says he will return to academics. As long as he’s going, it’s good: Subramanian Swamy on Rajan’s exit. Govt lauds Rajan’s ‘good work’, successor soon: Jaitley. RBI chief Rajan says no to second term; Industry terms it nation’s loss. Congress accuses govt of ‘hounding out’ Rajan, BJP refuses to comment. Congress leads Oppn attack: Govt invited this, did not deserve him, India a loser. India losing a skillful eco thinker: Amartya Sen on Rajan’s exit. RBI Governor Rajan thanks team for ‘fantastic journey’: Full text. Raghuram Rajan second RBI Governor since 1991 to leave office without a 5-year term. Chetan Bhagat responds to AAP: Can do a much better job as RBI Governor than others. SBI in ‘Hall of Shame’ of banks funding cluster bomb makers. Sebi’s FY16 income up 17 per cent at Rs 602 crore. ",2016-06-19
1535,"NRIs can now join NPS online. Sebi relaxes norms for REITs, eases entry of offshore fund managers. Non-filers monitoring system: High-value transactions with credit cards, bank deposits under I-T watch. Indonesia:  Central bank’s easing interest rates to add up to 0.2 pct to GDP this year. UCO Bank approves raising Rs 4,243 crore Tier I capital. ",2016-06-18
1536,"SBI sets up Rs 200-crore fund for fintech startups. Banking stocks: Sector on the mend, opens up opportunity for investors. ",2016-06-17
1537,"Cabinet clears merger of SBI, associate banks; stocks rally. RBI’s new NPA scheme has limited applicability: Experts. Bad loans: State-run banks discuss issue with central agencies, RBI. Rural bill payment centres get RBI’s in-principle nod. ",2016-06-16
1538,"Sustainable Structuring of Stressed Assets: Debt-laden firms, PSBs soar on RBI’s move. Cannot fault RBI chief Rajan for various ‘wrongs’: Arun Shourie. ",2016-06-15
1539,"RBI unveils new scheme to tackle bad loans of big firms. Flouting codes: Poor customer practices come under RBI fire. Sebi chief calls extraterritoriality a big concern; needs global debate he says. 913 wilful defaulters owe Rs 11,486 crore to Punjab National Bank. ",2016-06-14
1540,No scope for ‘adventurism’ with payments banks: RBI. ,2016-06-13
1541,"PM Modi to hold session with CBDT, CBEC at ‘Rajasva Gyan Sangam’. ",2016-06-12
1542,"New debt recast scheme to provide banks more headroom. ‘11 PSU banks will need Rs 1,20,000 crore capital’. ",2016-06-11
1543,PSU banks need Rs 1.2 lakh-cr capital infusion from govt: Moody’s. ,2016-06-10
1544,"Raghuram Rajan: Not perturbed over withdrawal of Payments Bank licences. Raghuram Rajan keeps rates unchanged; to focus on inflation, transmission by banks. We have to take per capita income from $1,500 to $50,000: Raghuram Rajan. Cleanup to continue; RBI Guv Raghuram Rajan against majority stake in stressed asset funds. Long term desire to go back to academia, says RBI Governor Raghuram Rajan. ",2016-06-08
1545,"Will protect bankers who clean up NPAs: Arun jaitley at review meeting. CBI to drop 2010 ‘bribe for loan’ case, says no evidence. Rajan leaves policy rates unchanged: What will decide future policy steps?. RBI’s monetary policy: Full text of document released by Raghuram Rajan. FinMin backs Rajan’s policy rates, says it broadly endorses govt estimates on growth, inflation. ",2016-06-07
1546,"PK Sinha at the helm: Top bureaucrat  to head panel to select RBI deputy governor. Jaitley to hold meeting with PSBs, performance review on the cards. Jaitley reaches out to banks hoping to boost economic growth. Govt to soon clear merger of SBI and associates: FM Arun Jaitley. ",2016-06-06
1547,"In June 7 policy review: RBI likely to hold rates, focus on inflation control. ",2016-06-05
1548,Fitch: Credit profiles of PSU banks under pressure. BRICS bank set to issue yuan-denominated bonds. ,2016-06-01
1549,Bank Board Bureau begins selection of PSU bank MDs. ,2016-05-30
1550,P Chidambaram wonders if Modi govt deserves Raghuram Rajan as RBI Governor. RBI to lower rates by another 50 bps in FY17: Morgan Stanley. ,2016-05-29
1551,Fresh ownership model to run India Post Payments bank professionally: Ravi Shankar Prasad. ,2016-05-28
1552,"Raghuram Rajan defends policies; says cleaning up banks’ accounts to support growth. RBI asks banks to upgrade ATMs by Sept ’17 to prevent cloning of cards. Bank of Baroda money laundering case: ED sends LRs to  Hong Kong, Dubai. CBDT extends e-appeal filing deadline to June 15. Politicians must avoid comments on second term for Rajan: Assocham. ",2016-05-27
1553,SBI plans rejig before possible merger; 17 CGMs in the fray for 7 DMD posts. Raghuram Rajan: Good policy essential to India’s stability. Bankruptcy law credit positive for banks: Moody’s. Arun Jaitley keeps options open on extension of RBI governor Raghuram Rajan’s term. Jaitley disapproves personal attacks on RBI chief Raghuram Rajan. ,2016-05-26
1554,"Bank of India Q4 loss widens to Rs 3,587 cr on rising NPAs. We’re bitten by steel sector: PNB MD Usha Ananthasubramanian. FM Arun Jaitley to meet heads of PSU banks on June 6. ",2016-05-25
1555,"RBI to check customer liability in bank frauds; framework on the anvil. In Punjab: Provisions on food loans, no relief to banks by RBI. The big bank consolidation theory: How practical is it. P-Notes: An attempt to lift the veil, establish investors’ identity. RBI deputy governor unhappy about payments bank licensees dropping out. ",2016-05-24
1556,New bankruptcy law: Employees can seek attachment of promoters’ assets. India Post payments bank will be functional by March 17: Prasad. ,2016-05-22
1557,"Payments bank: Shanghvi, IDFC Bank, Telenor drop plans. Promoters, management should be alienated for corporate misdemeanours: S S Mundra. ",2016-05-21
1558,HSBC India to close 24 branches in 15 cities. SBI associates’ staff go on strike against merger. ,2016-05-20
1559,"PNB suffers record loss of Rs 5,367 crore in Q4 on high NPAs. Cumulative loss of 20 public sector banks stands at Rs 14,283 crore in Q4, 2015. ",2016-05-19
1560,Consolidation signal: SBI associate banks surge on proposed merger with parent. PNB reports $802 million Q4 loss as bad loans surge. Consolidation govt policy; need global-sized institutions: Arun Jaitley. ,2016-05-18
1561,RBI details new norms for FPI investment. ,2016-05-17
1562,"Finance Ministry to soon set up panel on bad loans, work out solution. ",2016-05-15
1563,"5 PSU banks post loss worth over Rs 6,700 cr. Bank of Maharashtra registers net profit of Rs 100.69 crore for 2015-16. ",2016-05-14
1564,"Administrative structures to be in place as ‘early as possible’: Shaktikanta Das. Vijaya Bank NPAs jump to Rs 6,027 crore. RBI to slap higher provisioning for large corporate borrowers. RBI allows for more foreign stake in private sector banks. SEBI plans to introduce new pension scheme for employees. ",2016-05-13
1565,Bank employees union calls for nationwide strike on August 29. ,2016-05-12
1566,Govt to nominate 3 independent members to Monetary Policy Committee soon. RBI to issue Rs 1000 banknotes with inset letter ‘R’. FBI suspects insiders in $81 million Bangladesh central bank theft. Rs 1000 notes: Here is what’s new and how it will make a difference. Credibility low as bankers have cried wolf too often: Raghuram Rajan. ,2016-05-11
1567,RBI to conduct OMO buys worth Rs 10K crore today. On-tap bank licence: Tough conditions may lead to a lukewarm response. For loans over Rs 5 cr: RBI may share defaulter details if probe agencies want the info. ,2016-05-10
1568,Centre plans indemnity for bankers to tackle bad loan menace. Use a mobile wallet? Here’s why it may soon be redundant. MUDRA benefits yet to reach ‘last mile borrower’: CAIT. Technicians from SWIFT left Bangladesh Bank exposed to hackers: Police. ,2016-05-09
1569,"RBI on-tap bank licence: Draft guidelines NBFCs, individuals, groups with finance biz can be eligible. ",2016-05-06
1570,"Investment sales boost HDFC standalone profit by 40%. HSBC Q1 profit falls a smaller than expected 14%. SFBs to be major suppliers of PSL certificates by FY20: Ind-Ra. RBI working on regulations to curb frauds in e-transactions, says Finance Ministry. ",2016-05-03
1571,RBI chief blames ‘overall economic downturn’ for bad loan issue as PAC asks to explain ‘real causes’. ,2016-05-01
1572,"RBI deputy governor slams promoters for duping banks, pulls up bankers as well. ",2016-04-30
1573,E-commerce pushing sales and transactions of credit cards: Vijay Jasuja. Non-Performing assets of public sector banks to be examined by parliamentary panel. ,2016-04-29
1574,"With 10 branches, first small finance bank kicks off operations. Yes Bank Q4 profit rises 27.4% on advances, retail. House panel to govt: Name all those who got Govt banks to write off debt. ",2016-04-28
1575,"Bad loans: Reform the banking system, Supreme Court tells govt. Axis Bank net slips 1.2%, bad loans rise sharply. ",2016-04-27
1576,"Figures don’t match: RBI says PNB wrote off Rs 8,500 cr but bank says zero. RBI to bring P2P lending under regulation soon. ",2016-04-26
1577,PSB head search: Bank Bureau to start selection process soon. IDBI CEO on merger: No proposal of stake sale to L&T Finance. HDFC Bank posts 20% rise in Q4 net profit. ,2016-04-23
1578,"Not all loan defaults are wilful, nor all lending corrupt: Vinod Rai. ",2016-04-21
1579,"$1 billion was sent overseas for students in last 9 months: RBI. Separate morality from NPA clean-up, says Raghuram Rajan. ",2016-04-19
1580,Foodgrain procurement: Banks to tighten norms for cash credit. ,2016-04-18
1581,Uniform definition for non-performing assets on the cards. No immunity for IPC offences under domestic black money window. ,2016-04-17
1582,Forex reserves hit record high at $359.917 bn. ,2016-04-16
1583,"Govt bank write-off: Expert group to clean up, strengthen banks. Banks confirm: Recoveries crawl as write-offs swell. Banking sector witnessing revolution, says RBI Guv Raghuram Rajan. Banking on reforms: RBI’s new norms can help promote efficient lending practices. Who waived loans of defaulters? Some Govt banks say it’s secret, others point to panels. ",2016-04-12
1584,"Raghuram Rajan cautions public against frauds using RBI’s name. We attempt to be an informed, adaptive regulator: RBI Governor Raghuram Rajan. ",2016-04-11
1585,Health of banking sector shows the state of economy: UBI chief. ,2016-04-10
1586,"Jayant Sinha, Raghuram Rajan attend Banks Board Bureau’s first meeting. Banks may cut interest rates in next few days, says Shaktikanta Das. Housing loans: Room for rate cuts, but banks may pass benefits gradually. Industries that went for expansion in last 4 yrs have been caught in a trough: Union Bank CMD. ",2016-04-09
1587,"Rajan prunes repo by 25 bps, seeks transmission by banks. ",2016-04-06
1588,NPA challenge the biggest before Centre: Arvind Panagariya. ,2016-04-05
1589,"With inflation easing, will RBI cut interest rate by 0.50 percent?. ",2016-04-03
1590,Policy review on April 5: Bankers ask RBI to address liquidity issue. ,2016-04-02
1591,Senior Citizens Welfare Fund: FinMin clears way for transfer of unclaimed deposits in small savings. Debt Funds: Are FMPs losing their lustre?. ,2016-04-01
1592,"Centre to infuse Rs 5K cr in PSB including UCO, Syndicate Bank. ",2016-03-29
1593,Core banking at 25K post offices by April: Ravi Shankar Prasad. Edelweiss AMC buys JP Morgan’s MF biz. ,2016-03-23
1594,"Front-running of trades HDFC MF refunds investors for losses. To make economy more efficient, interest rates have to come down: Arun Jaitley on PPF rate cuts. ",2016-03-20
1595,"In bad debt cloud, silver lining for banks: Aam aadmi. ",2016-03-14
1596,"Ramnath Goenka Lecture series: Probe illegality, but don’t kill lending, cautions Raghuram Rajan. Overstating NPA crisis may hit overall lending: Arun Jaitley. ",2016-03-13
1597,"RBI Chief Raghuram Rajan skirts rate cut talks, but comforted by fiscal targets. Jaitley hopes for betterment of NPA situation, says don’t want to overstate bad loan crisis in PSBs. Ramnath Goenka Lecture series: Large scale debt write-offs difficult, says RBI Governor Raghuram Rajan. ",2016-03-12
1598,"Arun Jaitley: PSBs’ NPAs soar Rs1 lakh cr in  9 months of FY16. Syndicate Bank fraud: CBI searches 10 locations; books five officials, four businessmen. ",2016-03-09
1599,BoB case: CBI searches 10 locations in NCR. ,2016-03-07
1600,"Interview with Shaktikanta Das: ‘If needed, Rs 5-7K cr can be added for PSBs capitalisation’. ",2016-03-04
1601,Stake in PSBs: LIC holding drops as stress mounts. Government to lower stake in PSU banks to 51%. ,2016-02-15
1602,"Rs 3,342 crore loss: BoB reports biggest loss in banking history. On-tap issue of bank licences soon; need more competition, says Raghuram Rajan. ",2016-02-14
1603,"Bad loans: Planning more steps to empower banks, says Jaitley. IDBI Bank posts Rs 2,184 cr loss on sharp rise in bad loans and provisioning. Govt banks at risk to cover future loan losses. ",2016-02-13
1604,"SBI net down 61.67%, shows fresh slippages of Rs. 20,692 crore. Small savings rates revision soon, says Economic Affairs Secretary Das. Band-aid won’t do, banks need deep surgery, says RBI Governor Raghuram Rajan. ",2016-02-12
1605,Mounting bad loans treble IOB losses. ,2016-02-11
1606,"SBI’s new scheme: Teasing with ‘flexi’ loans. Wait for lower rates gets longer as banks fight NPAs, growth pressures. ",2016-02-05
1607,SBI launches ‘FlexiPay’ home loan with 3-5 yrs interest moratorium. ‘Banks face 1 lakh cr haircut to revive stressed assets’. ,2016-02-02
1608,Short-term rates remain high ahead of RBI policy review. IRDA’s new reinsurance guidelines favour public sector firm GIC Re. ,2016-02-01
1609,Tackling the NPA menace: Raghuram Rajan hints at significant loan write-offs by banks. Will provide enough capital for banks to meet Basel III norms: Jayant Sinha. ,2016-01-30
1610,Funding Crisis: Bad loans remain big worry for infra projects. ,2016-01-27
1611,"Strategic Debt Restructuring scheme: ‘A solution, with its own problems’. RBI not in favour of giving special status to NAMCO. ",2016-01-26
1612,Yuan devaluation likely to hurt Indian exports: Nirmala Sitharaman. Non-food credit grows 11.2%  Y-o-Y for fortnight to Dec 25. ,2016-01-09
1613,"G-Sec holding: FIIs, DIIs raise their share as banks’ holding declines. ",2016-01-04
1614,More FY16 rate cuts unlikely: SBI chief. Trend reversal: Housing loan disbursement by state-owned banks slows down. ,2016-01-02
1615,RBI sets new rules for banks to fix lending rate. ,2015-12-18
1616,"Jayant Sinha to discuss growth, banking issues with state finance ministers. ",2015-12-08
1617,Chennai floods: Banks to consider loan recasts after easing EMI rules. ,2015-12-07
1618,"Raghuram Rajan keeps repo rate unchanged at 6.75%, CRR at 4%. ",2015-12-01
1619,Strategic review: HSBC to shut its private banking business in India. ,2015-11-28
1620,RBI nod must for buying 5% or more stake in private banks. ,2015-11-20
1621,"Intel agencies, RBI plan to integrate ICEGATE into banking system. ",2015-11-19
1622,PNB puts Ramsarup unit loans up for sale to asset reconstruction companies. ,2015-11-14
1623,Indiabulls Housing Finance buys 39.76 per cent stake in UK Bank. ,2015-11-12
1624,"Bank of Baroda bad loans surge by Rs 10,000 crore. ",2015-11-07
1625,Probe into ‘illegal’ forex remittances hit by Hong Kong privacy laws. ,2015-11-06
1626,World Bank’s Doing Business ranking should have been significantly higher: Arun Jaitley. FII investment in October touches 8-month high. ,2015-11-02
1627,SBI chief seeks pricing parity with HFCs on home loans. ,2015-11-01
1628,"CVC to RBI, banks: Red flag multiple forex transactions. ",2015-10-24
1629,Rajan reiterates Lima warning about pushing financial inclusion too hard. ,2015-10-15
1630,RBI Governor Raghuram Rajan lauds SC ruling on Aadhar for banking. ,2015-10-16
1631,"BoB to appoint accounting firm to review compliance, says new MD. ",2015-10-14
1632,P Chidambaram welcomes RBI rate cut of 0.5%. ,2015-12-26
1633,Reserve Bank likely to cut repo rate by 25 bps. ,2015-09-27
1634,"Key task: Keeping inflation low, well into the future, says Rajan. ",2015-09-19
1635,New black money law: Swiss banks ask Indians to disclose their accounts to tax authorities at home first. ,2015-08-30
1636,"No payment systems on 2nd, 4th Saturdays: RBI. ",2015-08-29
1637,"Rs 3,000-cr ‘fraud’: Insurance companies to approach Arun Jaitley over tax raids. ",2015-08-10
1638,Rate cut hinges on transmission by banks: RBI. ,2015-08-09
1639,RBI expected to stand pat on interest rate at monetary policy review. ,2015-08-04
1640,General insurers agree to retain 5% compulsory cession. ,2015-08-02
1641,Pledge future PF to pay home loan: plan for weaker sections. ,2015-07-31
1642,"Care downgrades Jaiprakash to D category; firm seeks review. Indian Financial Code: Report only an input into govt policy, says Jayant Sinha. ",2015-07-25
1643,Indian Financial Code: Draft dilutes RBI Governor’s power; can’t veto on policy rate. Irda says no to 100% FDI in insurance broking biz. ,2015-07-24
1644,Yes Bank raises Rs 554 crore debt. ,2015-07-08
1645,"Post AIIB, India to reduce banking on World Bank infra arm. ",2015-07-03
1646,"Foreign investors eye domestic debt, RBI to tighten norms. ",2015-06-29
1647,Finance Ministry for setting FII limit in G-Secs in rupee terms. ,2015-06-27
1648,Anshu Jain to work for free in Deutsche Bank advisory role. ,2015-06-15
1649,"Home, auto EMIs likely to come down; Jaitley asks banks to pass RBI rate cuts to borrowers. ",2015-06-12
1650,"HSBC to cut up to 50,000 jobs from its payroll, slash investment bank. ",2015-06-09
1651,Home loans to be cheaper as SBI slashes base rate by 0.15% to 9.70 per cent. ,2015-06-02
1652,SBI’s Q4 profit up 23% on plunge in bad loans. ,2015-05-23
1653,Central banks should not ignore global responsibilities: Raghuram Rajan. ,2015-05-20
1654,Bank of China to open its branch in Mumbai: Devendra Fadnavis. ,2015-05-17
1655,"Global reinsurers firm up plans, appoint India CEOs. ",2015-05-10
1656,Dilute promoters’ stake to below 10%: HC to Yes Bank. ,2015-05-08
1657,"IBA prepares recap road map, govt set for infusion. ",2015-04-26
1658,Loan waiver of 2009 impeded flow of finances: RBI Governor. ,2015-04-25
1659,RBI planning to implement interoperable cash transfer. ,2015-04-22
1660,Rupee logs biggest fall in 2015: down 55 paise vs dollar. ,2015-04-20
1661,"Centre to review new ITR forms, make them simple. FM concerned over CBI’s intervention in regulatory decisions. ",2015-04-19
1662,"‘No one now advocates big bang… steady, regular reforms is what we are engaged in,’ says RBI Governor. ",2015-04-17
1663,Banks working on common tech platform. ‘Full convertibility needed to make India leading economy’. ,2015-04-16
1664,‘Banking sector to witness major changes in next couple of years’. ,2015-04-11
1665,HDFC cuts home loan rate by 20 basis points; EMIs to get cheaper. ,2015-04-13
1666,Raghuram Rajan hints at restructuring new banking license. ,2015-04-10
1667,"PSBs roped in to breathe new life into KVPs as scheme fails to generate investor interest. Outlook improving, says RBI; projects growth at 7.8% in FY16. Leading banks cut lending rates after RBI Governor’s tough talk. With fall in cost of funds more banks likely to follow suit. ",2015-04-08
1668,Bankers call for anti-dumping duty on steel imports. Every legitimate demand can’t be termed as tax terrorism: Arun Jaitley. Direct tax mop-up likely to miss revised target by R19K cr. RBI proposes shift to Re debts. RBI Governor Raghuram Rajan keeps policy rate unchanged on fears of food inflation. ,2015-04-07
1669,‘RBI likely to maintain status quo on rates on Tuesday’. FinMin considers clubbing MFI & MUDRA Bank Bills. ,2015-04-06
1670,Firming food prices may prompt RBI to maintain status quo. ,2015-04-05
1671,Just 5 states account for 91% of all foreign firms in India. RBI nixes bank plan for additional holidays on alternate Saturdays. ED files corruption case against former-Syndicate Bank CMD. ,2015-04-04
1672,"RBI Guv Rajan  warns of excessive leverage by infra players. Financial inclusion, 20-year map must: PM Narendra Modi to banks. ",2015-04-03
1673,"Govt revises selection norms for non-official directors in state-run banks. ING Vysya-Kotak Mahindra merger gets RBI approval. Reserve Bank prescribes tough norms for IFSC banking units. Make financial inclusion a habit, prepare 20-yr road map: PM to banks. ",2015-04-02
1674,"Banks get a shot in the arm, can now set aside 50% of floating provisions against NPAs. ",2015-03-31
1675,RBI proposes to cut banks’ corporate exposure limit to reduce risks in banking sector. ,2015-03-29
1676,"At mint corporation event, FM suggests use of cheques, plastic currency. RBI moves to restrict bank exposure to corporate loans. ",2015-03-28
1677,US Fed cheer fizzles out as profit booking drags Sensex into the red. Write-offs continue to weigh on banks as recoveries lag. ,2015-03-20
1678,Mutual Fund houses want tax sops for pension products on lines of NPS. ,2015-03-19
1679,"SBI conducts e-auction for Rs 1,200 cr distressed assets. ",2015-03-15
1680,BSE Sensex rises nearly 1 pct; insurance bill passage may aid reforms. ,2015-03-12
1681,"Bank Nifty plunges 413 pts to 19,334 pts; Axis Bank share price down 3 pct. ",2015-03-09
1682,RBI taking a closer look at rate transmission issue. ,2015-03-08
1683,Reserve Bank of India cuts interest rate by 25 basis points. ,2015-03-04
1684,"In a first, Irda has a run-in with the law. ",2015-02-23
1685,"PSBs generate R21,700 cr bad loans in three months. Jaitley asks bank employee unions to withdraw strike call. ",2015-02-22
1686,Banks making a ‘mockery’ of lending operations: RBI Governor Raghuram Rajan. ,2015-02-20
1687,SBI chief bats for new infrastructure financing model. ,2015-02-17
1688,"SBI manages to arrest spike in bad loans, indicates worst may be over. ",2015-02-14
1689,"ICICI profit rises 14%, asset quality slips. Coal India Ltd mega sale brings in Rs 22.6K cr. Banks in a happy place: Jayant Sinha. ",2015-01-31
1690,Modi congratulates banks for opening 11.5 crore accounts under Jan Dhan Yojana. ,2015-01-25
1691,Forex reserves hit all-time high at $322.14 billion. Direct tax collections up 13% in nine months of FY15. ,2015-01-24
1692,European Central Bank faces crucial test of resolve on euro. ,2015-01-19
1693,"No plan to privatise CIL, Railways: FM. Will create system to force promoters to absorb losses: Rajan. ‘HDFC Bank among world’s 50 most valued banks in 2014’. ",2015-01-18
1694,RBI allows NBFCs to recast infra project loans. ,2015-01-17
1695,Govt stake dilution not sufficient for Basel III: RBI Deputy Governer. ,2015-01-11
1696,Arun Jaitley promises greater autonomy to PSU banks. Unions’ threats may create hurdles for Government’s public sector bank reform push. Lenders for trimming government stake in PSBs below 51%. ,2015-01-04
1697,"On Day 1, bankers talk reform blueprint. Govt, RBI work on plan to clean up PSU banks. Finance Commission: De-link funds to states from schemes. Make Microfinance Bill tough to prevent ponzi scams: Orissa. ",2015-01-03
1698,"Priority sector loans, bank restructuring to be part of two days bankers meet. Govt, RBI work on plan to clean up PSU banks. ",2015-01-02
1699,"Govt splits Chairman & MD post, names chiefs for United Bank, 3 other PSU banks. Govt splits Chairman & MD post, names chiefs for United Bank, 3 other PSU banks. ",2014-12-31
1700,We are working to fix e-commerce payments post-Uber case: Rajan. RBI governor questions effectiveness of farm debt waiver schemes. ,2014-12-28
1701,India gets extra month to sign US law on exchange of financial information. ,2014-12-27
1702,"Indian Rupee hits 10-month low, slides by 28 paise vs US dollar. ",2014-12-15
1703,"RBI, govt to discuss timeline for 2-6 pct inflation target: Raghuram Rajan. ",2014-12-12
1704,"Banks trim deposit rates, look at passing on benefit to loans. Market sees ‘political action’ behind SBI MF shelving Shariah fund. RBI: White label ATMs can accept international cards. ICICI Bank to sell its Russian arm. ",2014-12-06
1705,"HDFC Bank, ICICI Bank cut retail fixed deposit rates. ",2014-12-04
1706,Govt will implement ‘large’ number of FSLRC proposals: Arun Jaitley. RBI Governor Raghuram Rajan to review monetary policy on Tuesday. ,2014-11-30
1707,Sebi fines 6 merchant banks for lapses in CARE IPO. ,2014-11-29
1708,Jayant Sinha says govt considering plan to reduce stake to 52 pct in state banks. ,2014-11-28
1709,Affordable homes: Bank can lend Rs 10 lakh against infrastructure bonds. ,2014-11-27
1710,Kotak Mahindra Bank in elite club of private banks even before ING Vysya merger. ,2014-11-22
1711,"RBI unlikely to cut rate in next policy review: SBI chief. Kotak Mahindra Bank acquires ING Vysya Bank for Rs 15,000 cr in an all-share deal. ",2014-11-20
1712,"RBI to cut rates by 25bps each in Feb, Apr: Goldman Sachs. ",2014-11-17
1713,"SBI Q2 Net rises 31 per cent to Rs 3,100 crore. ",2014-11-14
1714,RBI to invite applications for payment banks by November-end: Raghuram Rajan. ,2014-11-13
1715,"Rose Valley scam much bigger than Saradha, says ED. ",2014-11-12
1716,Appointment of 8 PSU bank heads by Nov-end: FinMin. ,2014-11-01
1717,Lenders against plan to limit appraisals for large loans to big banks. ,2014-10-25
