,Headlines,Date
405,"Banking services may get affected later this month due to proposed strike: Canara Bank. Indian state-run banks likely to see moderate bad loan additions: Morgan Stanley. J&K govt withdraws nomination of Zubair Iqbal as MD of J&K Bank. India Ratings flags systemic risk issues on banking exposure to NBFCs. Bank of Baroda petitions Delhi HC to vacate stay on Reliance Home asset sale. More women borrowed personal loans in pandemic: Report. ICICI, HDFC, SBI will have to offload Rs 1.2 lakh cr if RBI caps stake in insurance arms: Report. Kotak Mahindra Bank to handle salary account of Indian army personnel. ICICI Bank targeting to serve 20 lakh customers of rival banks through app. ",2021-03-04
406,"RBI raises concerns over money-laundering checks. Extreme weather like floods, droughts, cyclones puts $84 billion of Indian banks debt at risk. SBI Card customers can now make transactions on Jio Pay platform. Ujjivan Small Finance Bank's micro loan collection in Assam suffers following loan waiver promise. Axis Bank partners WhatsApp to offer basic banking services. HDFC follows SBI, Kotak, cuts home loan rate. NBFCs push for parity with banks, seek access to credit repository of large borrowers. ",2021-03-03
407,SBI led webinar on Indian budget evokes favourable response in Israel. RBI restricting banks from raising stakes in insurance firms - sources. Capital infusion: Punjab & Sind Bank to convene EGM this month to seek shareholders' nod. ,2021-03-02
408,"Nine banks, two non-bank lenders to infuse Rs 7,000 crore in bad bank. Canara Bank's Executive Director Matam Venkata Rao appointed as new MD & CEO of Central Bank. State Bank of India (SBI) cuts home loan interest rates, offer ending on 31 March. HDFC Bank faces intermittent downtime on Payments stack. IDBI Bank to set off Rs 45,586-cr accumulated losses against balance in securities premium account. Bank credit grows to 6.58 per cent, deposits at 11.75 per cent. Kotak Mahindra Bank cuts home loan rates to 6.65%. ",2021-03-01
409,SBI eyes aircraft leasing business. View: How the government can truly make India's state-run banks efficient just like their private sector peers. ,2021-02-28
410,Axis Bank board approves reclassification of United India Insurance as public shareholder. ,2021-02-27
411,"Bad bank will be a new ARC set up by PSBs: Shaktikanta Das. Wipro employees had a role in Citibank's big blunder that saw $900 million gone. Government committed to strengthen banking sector: PM Narendra Modi. Regulating the financial sector - a challenge for the sector, but must for consumer confidence. For digital payments, the battle isn't for space but to get merchants online. IOB signs corporate agency pact with SBI General Insurance. Banking sector was hurt in the name of aggressive lending a decade back: PM Modi. ",2021-02-26
412,"IBA starts identifying stressed loans for proposed bad bank. India has space for another strong ARC led by banks: Shaktikanta Das. Upbeat on rural prospects, DCB Bank focuses on tractor loans. ",2021-02-25
413,Improvement in macroeconomic conditions to alleviate banking sector stress: S&P. Bankers fear spike in NPAs from Mudra loans. Fino Payments Bank says inclusion in commercial bank list to boost business prospects. Bank privatisation: How should India go about it?. ,2021-02-24
414,"All MPC members batted for accommodative policy stance. Federal Bank aims 'mid-teen' growth in credit for FY22. HSBC's India PBT in 2020 inches up to $1.024 billion. Paytm Payments Bank helps 2.6 lakh FASTag users get back wrongly deducted toll charges. CSB Bank strengthens senior leadership, aims for 30% growth. ",2021-02-23
415,"Transferring sticky loans: Fully provided NPAs may go to proposed bad bank. Stress in retail loans of banks may triple by FY22 end: Ind-Ra. 10 months on, appointment of J&K Bank chief hangs in limbo. SBI joins JPMorgan's blockchain-based payment network. ",2021-02-22
416,"Team of diverse investors puts in bid for embattled PMC Bank. Deccan Urban Co-op Bank: RBI puts Rs 1,000 withdrawal cap for 6 months. Corporate lenders vs taxman: Round one of bankruptcy bout goes to the lenders. ",2021-02-20
417,"Govt flags SBI-HDFC Bank-Bank of Baroda's NUE plan to rival NPCI. Indian Bank signs MOU with SID of IISc, for funding Start-ups and MSMEs. Bank unions stage protest against privatisation; plan to march towards Parliament in March. LIC Housing Finance disburses Rs 1,331 crore of loans via mobile app. Karnataka Bank reports Rs 34.16-crore fraud to RBI. RBI puts Rs 1,000 withdrawal cap on Deccan Urban Co-operative Bank; fresh loans, deposits restricted. ",2021-02-19
418,"KKR India NBFC, InCred set for all-stock merger. As court rules Citi can't get back $500 mn it wrongly paid, what does India's law say. Government's initiatives brings back loan growth to pre-Covid levels. RBI tightens payments security norms for banks, digital payment operators. ",2021-02-18
419,Public sector banks plan ‘daylight overdrafts’ to lure top companies from private rivals. ,2021-02-17
420,"Banks eye bigger home loan pie as housing finance companies face challenges. RBI permits residents to make remittances to IFSCs under LRS. DFIs to play important role in infrastructure funding: HDFC Bank's Rakesh Singh. RBI issues draft guidelines for CDS, derivative contracts. ",2021-02-16
421,"Top NBFCs seek a glide path for switch to banking avatar. Kotak Mahindra Bank announces launch of Kotak Remit on mobile. RBI sets up panel to suggest steps for strengthening, consolidating urban co-operative banks. Future of banking is a digital business model. India shortlists four banks for potential privatisation: Sources. Indian Bank integrates core banking software of erstwhile Allahabad Bank. ",2021-02-15
422,"Former SBI chief Rajnish Kumar to be exclusive advisor for Kotak Group's USD 1 billion-stressed assets fund. Debt knell: With retail debt past Rs 40 lakh crore, worries about defaults on repayments rise. ",2021-02-13
423,"PMLA case: Ex-ICICI CEO Chanda Kochhar appears before court. Bank privatisation debate: Here's how the doyens see it. Some points to remember while sending money from one country to another. PMLA case: Ex-ICICI Bank CEO Chanda Kochhar granted bail. CREDAI, IPPB ink pact to open bank accounts for construction workers. PMLA case: Former ICICI Bank CEO Chanda Kochhar gets bail. ",2021-02-12
424,India’s recovery reduces risk of a plunge in banks’ asset quality: Moody’s. Here's how you can avoid premature withdrawals from your bank fixed deposits. Microfinance sector shrinks by 4% in the nine-month period. Indian Bank says customers may face service disruptions this weekend due to software migration. View: India's plan to set up a bad bank to resolve NPA crisis is riddled with problems. ,2021-02-11
425,"HDFC Bank beats SBI in Covid-19 scheme loans. Yes Bank CEO says foreign firms keen to invest in proposed asset reconstruction arm. SBI crosses Rs 5 trillion-mark in home loan business. RBI restricts withdrawals from Independence Co-operative Bank, Nashik. SBI looking to double home loan portfolio to Rs 10 lakh crore in next five years: Chairman. Revamped Gold Scheme: Minimum deposit cut to 10 gm, jewellers roped in. ",2021-02-10
426,"Bad bank could help PSBs focus on growth, say experts. Banks unions call for two-day strike against proposed privatisation of PSBs. RBI seeks details of Punjab National Bank's capital raising plans. ",2021-02-09
427,"Capital support for Indian govt banks to determine loan growth: Fitch. Top 100 wilful defaulters owe lenders Rs 84,632 crore. Service complaints by bank customers rise 57 pc to over 3 lakh: RBI report. ",2021-02-08
428,"View: Sell the best public sector banks; bids can be foreign. PNB expects Rs 3,800 cr recovery from Bhushan Power resolution; sees good amount from DHFL too. ",2021-02-07
429,"RBI MPC meet: Normalising CRR won’t crunch cash. View: To address India’s credit scarcity problem, allow corporate houses to set up banks. Nabard disburses Rs 16,500 crore under RIDF in first 10 months of FY21. PNB MD Mallikarjuna Rao on setting up of a Bad Bank. ",2021-02-06
430,"RBI announces major structural move, gives retail investors direct online access to securities market. Will transfer Rs 2.2 lakh crore NPAs to ‘bad bank’: Financial services secretary. ICICI Bank, MUFG Bank tie up for serving Japanese corporations operating in India. All remaining 18,000 bank branches to be under CTS by Sep: RBI. Three offers received for PMC Bank resolution, says RBI Governor Shaktikanta Das. A deep dive being done to find out true state of NPAs. Risks of bad loans recede even in a slowdown, NPLs are lesser than expected: Moody's. Bankers expect few takers for RBI's new TLTRO tap for shadow banks. ",2021-02-05
431,"UPI records 2.3 billion transactions worth Rs 4.2 trillion in January 2021: NITI Aayog CEO. Chanda Kochhar looks to have misused post: PMLA court. Millions of defaults threaten microfinance's future in India. Banks wrote off Rs 62,000 cr loans of top 100 wilful defaulters as of March 20: RBI tells RTI activist. Finance Minister allows Andhra to borrow additional Rs 1,515 crore for undertaking power sector reforms. ",2021-02-04
432,RBI imposes Rs 55 lakh penalty on Pune-based Seva Vikas Cooperative Bank. ,2021-02-03
433,"Budget 2021: Big reform push in banking, insurance. Why Budget proposal for setting up of a bad bank is a good idea. RBI appoints external firm to audit HDFC Bank's IT infra in view of service outages. Banks' NPAs decline to Rs 8.08 lakh crore in September 2020 from Rs 10.36 lakh crore in March 2018: Govt. 3 PSU banks likely to be out of PCA framework by March: DFS Secretary. ",2021-02-02
434,"FM allocates Rs 20,000 crore for bank recapitalisation, proposes AMC-ARC for NPAs. Govt proposes Rs 20,000-cr recapitalisation for PSBs in 2021-22. Budget 2021-2022: Bad Bank for large corporates and a new framework for MSMEs. Budget relief: Depositors of stressed banks can access up to Rs 5 lakh of deposits. Budget: Capital infusion in public sector banks undershoots market expectations. Govt lowers loan limit for debt recovery for NBFCs with Rs 100cr asset size. Bank credit grows by 6.36%, deposits by 11.41%. ",2021-02-01
435,CEA Subramanian pitches for private sector-led bad bank to deal with NPAs. Covid Impact: Banks might be staring at a spike in retail NPAs. ,2021-01-31
436,"IBC has changed debtor-creditor dynamics. Rama Mohan Rao Amara takes charge as new MD & CEO of SBI Card. PMLA case: Kochhars, Venugopal Dhoot told to appear in court on February 12. ",2021-01-30
437,"Economic Survey points out the original sin that caused India's banking crisis. Digital transactions of over Rs 4 lakh cr done through UPI in Dec 2020: President. CBI books six Indian Overseas Bank officials for misappropriating Rs 4.56 crore. YES Bank, LVB events show RBI did not identify 'evergreening', shows Eco Survey. RBI cancels licence of Kolhapur-based Shivam Sahakari Bank. ",2021-01-29
438,Bank of Baroda first public sector bank to look at permanent work-from-home option. Axis Bank to treat home loans of credit card defaulters as NPAs. SBI asset quality remains healthy: Chairman Khara. Swaminathan J and Ashwini Kumar Tewari take charge as SBI MDs. Competition Commission dismisses complaint against ICICI Bank. ,2021-01-28
439,"BoB CEO warns about stress in retail, SME loans; QIP likely this qtr. No change in CRISIL rating grades for banks: RBI. SBI Card MD and CEO Tewari resigns; appointed as SBI MD. ",2021-01-27
440,"Yes Bank better placed on bad loans, but has miles to go. Banks review services policy for WhatsApp. ",2021-01-26
441,"RBI opens Rs 7000 cr window for DBS Bank. SEFL debt repayment: After banks, regulators to appeal against NCLT order. All India Bank Depositors’ Association seeks end to ATM ‘decline fee’. PMLA case: HC refuses bail to Yes Bank founder Rana Kapoor. Union Bank completes IT integration of all Andhra Bank branches with itself. RBI refutes reports of withdrawal of old Rs 100, Rs 10, Rs 5 notes. RBI exploring need for crypto currency as digital payments rise. UAE central bank slaps over Rs 13 crore monetary sanction on Bank of Baroda. ",2021-01-25
442,"Survey reveals sizeable number of Indian respondents would rather not pay through cash. HDFC Bank submits plan of action to RBI, hopes to fix outage issue in 3 months. RBI proposes scale-based regulations for shadow banks. RBI paper suggests caps on NBFCs IPO, real estate financing, tighter regulations. ",2021-01-22
443,"Ahead of banking recapitalisation, taking stock of the country's banking sector. RBI imposes Rs 2 crore penalty on Standard Chartered Bank. RBI withdraws 3 circulars on excess pension recovery after discovering anomalies. ",2021-01-21
444,"Budget 2021 may keep aside Rs 25,000 crore for capital infusion in public sector banks. Will NBFCs need more capital to support group companies?. NBFCs seek continued liquidity support in upcoming Budget. ",2021-01-20
445,"HDFC Bank submits outage control plan. SBI has some ATM safety tips for you. J&K Bank board decides to transfer 8.23% stake to UT of Ladakh. HDFC, ICICI, SBI remain systemically imp banks: RBI. Jan Dhan accounts cross 41 crore: Finance Ministry. Public sector banks lead in loan revival as private banks fear defaulting. ",2021-01-19
446,"Banks' low profitability, weak asset quality pose difficulty in boosting digitisation: S&P. Citi appoints Arjun Chowdhry as head of global consumer banking, India. RBI orders senior officers to office in post Covid normalisation. SBI initiates insolvency proceedings against Videocon promoters. ",2021-01-18
447,Plea in Delhi High Court against Lakshmi Vilas Bank-DBS merger says shareholders shortchanged. Long delays in power resolution tests bankers' patience. ,2021-01-17
448,"Debt trap: Inside the world of shady digital lending apps, which promise a loan in a minute. ",2021-01-16
449,IDFC First Bank enters credit card business. PSU lenders back Piramal’s DHFL bid. Need to bring govt-owned NBFCs under stricter prudential regulations: RBI. Banks parked Rs 2 trillion excess cash amid RBI signalling. ,2021-01-15
450,Banks rely on farmers for new loans. Govt decides not to issue anymore zero coupon bonds for banks’ recapitalisation. ,2021-01-14
451,View: A guru and a tycoon feel India’s endless bank salvage pain. RBI sets up panel to suggest measures for promoting digital lending. RBI constitutes working group on digital lending. ,2021-01-13
452,Real bank stress may be hidden by easy liquidity: RBI's Shaktikanta Das. RBI imposes Rs 2 crore penalty on Deutsche Bank. ,2021-01-12
453,Bank hard-sell & cheaper loans drive auto financing. Axis Bank announces no penalty on premature closure of term deposits. Banks gross NPA may rise to 13.5 pc by Sep 2021: RBI FSR. ,2021-01-11
454,"CBI books Hyderabad-based Coastal Projects Ltd in connection with Rs 4,736 crore bank fraud. Indian banking's digital drive is looking increasingly bright for banking correspondents. ",2021-01-09
455,Online chit fund apps under the scanner. ,2021-01-08
456,"Budget 2021: Bad banks plan back on table to tackle NPAs. The future of banking: Lessons from the DBS takeover. Venkatramu takes charge as MD, CEO of India Post Payments Bank. Bank Preview: Stress under control but margins under pressure. Punjab National Bank, IIT-Kanpur, FIRST join hands to set up Fintech Innovation Centre. State Bank of India, Indian Oil Corporation launch co-branded RuPay debit card. View: Bad bank is a good idea, but India's debt-laden banks need a better plan. ",2021-01-07
457,"HC asks SBI to maintain status quo on accounts of Anil Ambani's firms RCom, Reliance Telecom, Infratel. Axis Bank ties up with Hyundai Motor India for auto retail financing. IDFC First Bank records healthy deposit accretion, but credit growth remains flat. RBI appoints advisory council for supervisory college. Private banks report healthy deposit accretions, sluggish advances growth in Q3. ",2021-01-06
458,"CMS Info Systems to set up 3,000 ATMs for SBI by March; to invest Rs 200 crore. Reserve Bank of India imposes Rs 2.5 crore penalty on Bajaj Finance for violation of norms. Shivalik Bank gets license as Small Finance Bank. Public sector banks may follow a uniform practice on employee accountability for bad loans. ",2021-01-05
459,Bank of Baroda launches WhatsApp banking services. Banks pass on less than half of rate cuts signalled by the Reserve Bank of India since March. ,2021-01-04
460,"CAG writes to Finmin, seeks performance audit details of PSU banks recapitalisation. Bank credit records marginal growth: CARE report. ",2021-01-03
461,CCPA seeks RBI intervention on banks delaying refund in case of failed transactions. Bank credit grows at 5.4% in September quarter: RBI. ,2021-01-01
462,"Bank credit grows 6 per cent, deposits by 11.3 per cent during December 5-18. RuPay, RBL Bank to launch PoS with PayNearby. Post Office Savings Bank likely to be interconnected with other banks by April. PNB extends festival offer till March. ",2020-12-31
463,"Banking sector sees improvement in health during FY20, says Reserve Bank of India. Banks need Rs one lakh crore for NPAs, growth, says Reserve Bank of India. IFSCA permits banking units to transfer assets through participation pacts. Yes Bank elevates Niranjan Banodkar as CFO, Adlakha as HR head. Deposits of public sector banks surge amid pandemic stress. RBI seeks to end unauthorised fintech lendings. ",2020-12-30
464,Check your bank balance before using ATM. Rolling back of Covid related policy relaxation could impact banks: RBI. Former Economic Affair Secretary Atanu Chakraborty to be next HDFC Bank chairperson. Loan restructuring requests much lower than estimated: Analysts. ,2020-12-29
465,Global private banks ask FPI managers not to sell NRI clients’ investments. Break-even year for bleeding PSU banks. How India's banking and financial sector will shape up in post-COVID 2021. Axis Bank prunes overseas presence as it consolidates local business. Gross NPAs of banks may rise to 10.1-10.6% by March 2021: Icra. 2021 will witness lot of regulatory efforts channelled towards virtual assets: SBI official. PNB completes IT integration of all branches of two merged entities. ,2020-12-28
466,"PNB puts 3 stressed accounts up for sale. 2021: Banks brace for pandemic-hit corporates' bad loan woes, muted credit growth. PMC Bank money laundering case: ED summons Sanjay Raut's wife for questioning on December 29. Asset management firm in the works to tackle bad loans of PSU banks. ",2020-12-27
467,Bad debt fear keeps private banks away from street vendor loans. ,2020-12-26
468,"Loan restructuring, other measures announced by govt to cushion PSBs from shock: DFS Secy. ",2020-12-25
469,"Banks expect to recover Rs 12K cr from sale of Videocon's oil blocks in Brazil. RBI unlikely to extend Dec 31 loan rejig deadline. Banks will focus on cash flow-based lending in future: UCO Bank's Ajay Vyas. Central Bank of India to exit housing finance business; to sell JV stake for Rs 160 crore. RBI cancels licence of Subhadra Local Area Bank, Kolhapur. ",2020-12-24
470,"Large companies don’t need debt recast: KV Kamath. RBI okays Sandeep Batra's appointment as Executive Director of ICICI Bank. Higher delinquencies in credit card, loans against property segments in retail lending: Report. SBI extends global trade finance solutions to Israeli corporates. RBI meets bankers, takes stock of Covid related stress & credit growth. ",2020-12-23
471,"ICICI Bank seeks to gain market share in MNC banking. Distress funds are betting on rise in NPAs in India in the coming months due to Covid pandemic. With increase in FDI flows, ICICI Bank ups focus on MNCs. Central Bank of India launches contactless debit card in association with NPCI. ",2020-12-22
472,"IBC suspension likely to be extended by 3 more months amid Covid crisis. HDFC, ICICI Bank, SBI, among top-10 lenders in 2020; Google Pay, PhonePe top wallets: Report. ",2020-12-21
473,"Bank of Baroda completes integration of erstwhile Dena, Vijaya banks with itself. India needs multiple bad banks to clean balance sheets of lenders, get credit growth back. ",2020-12-20
474,"Companies that undertook mergers are now stuck with tax credit issue. IIFL Home, ICICI Bank join hands for affordable housing, MSME loans. Indian banks pursue UK bankruptcy order against Vijay Mallya. ",2020-12-19
475,"Bank credit grows by 5.73%, deposits by 11.34%. PMC Bank gets four investment proposals, says RBI. View: Banking sector's renaissance after the pandemic. ",2020-12-18
476,"Are middleware solutions the need of the hour for Indian Banks?. With SBI Card ELITE American Express® Card, let the world know #YouHaveArrived as amazing opportunities and experiences awaits you. Could see rise in retail stress in coming quarters: Axis Bank. ",2020-12-17
477,Yes Bank could face significant asset quality stress in coming quarters: Macquarie. RBI identifies cross border payments for the second leg of 'sandbox' innovation. SBI seeks attachment of nostro accounts of Bangladesh's Agrani Bank in India. ,2020-12-16
478,Airtel may Upgrade Payments Bank to Small Finance Bank. RBI imposes Rs 50 lakh penalty on an urban co-operative bank in Kerala. Monetary policy transmission of PSU banks stronger than private lenders: RBI paper. ,2020-12-15
479,"Premature withdrawal of liquidity will hurt growth: Shaktikanta Das. There is no template for bank bailouts, each case needs a different approach: Shaktikanta Das, RBI. Foreign, local private lenders ask RBI for tweaks, delay in rule. Private lender HDFC Bank appoints Sanmoy Chakrabarti as Chief Risk Officer. Card companies and banks gear up to take advantage of sanctions on market leader HDFC Bank. RBI eases some conditions for banks to open current accounts. RBI, DBS move Supreme Court, want all LVB merger cases transferred. RBI approves reappointment of Uday Kotak as chief of Kotak Mahindra Bank. ",2020-12-14
480,"Yes Bank aims to double credit card customer base in 2 years, grow book by 4-times: Head of credit card business. ",2020-12-13
481,"Retail loans showing some stress, but no alarm bells yet: Experts. No specific plan needed for invoking Resolution Framework: RBI. ",2020-12-12
482,Banks discuss moving RBI for standstill clause to avoid NPA tag on Covid-hit companies. ,2020-12-11
483,"Reserve Bank of India issues draft circular on declaration of dividend by NBFCs. Despite improved collections, bad loans could rise: Moody’s. Gradual phase-out of moratorium mitigates asset quality cliff for Indian banks: Moody’s. New dividend policy not to affect most NBFCs: Report. LIC asked to consider IDBI bank exit along with government, says Financial Services Secretary. ",2020-12-10
484,"RBI cancels licence of Maharashtra-based Karad Janata Sahakari Bank. RBL Bank, ICICI Prudential join hands for bancassurance partnership. RBI lays down stringent dividend distribution formulae for NBFCs. ICICI opens new front with mobile app interoperability, other banks may follow. ",2020-12-09
485,"Chanda Kochhar told Videocon's Dhoot to invest in hubby’s company: ED. Bill Gates calls India’s digital finance approach a global model. ICICI Bank to be designated bank for all financial transactions under National Health Mission in West Bengal. IndusInd's Ramesh Sobti likely to join Aditya Birla Capital's board, pending RBI approval. Reserve Bank of India cancels license of Maharashtra's Karad Janata Sahakari Bank. Blanket interest waiver on all loans to be Rs 6 lakh crore: Centre to SC. Committee of Creditors at DHFL likely to extend deadline for debt resolution by a month. ",2020-12-08
486,"Suspension of new digital initiatives, credit cards negative for HDFC Bank: Moodys. ICICI Bank tells analysts technical outages can happen anytime, banks can only reduce probability. Fino Payments Bank firms up plan to convert into Small Finance Bank. ICICI Bank launches interoperable banking app. ICICI Bank opens up its mobile app for customers of rival lenders. ",2020-12-07
487,"Invest more in IT infrastructure for better reach: RBI Governor. Global, local investors eye IL&FS Bandra-Kurla Complex property. BBB recommends S Ramann for post of SIDBI chairman & managing director. ",2020-12-05
488,"How RBI's curb on HDFC business will impact you. RTGS to be made available 24X7 in next few days: RBI Governor. RBI plays down concerns over bank licences to corporates. RBI to come out with digital payment security control directions: Shaktikanta Das. RBI asks banks to retain profit, not make any dividend payment for FY20. Not a tangled web we must weave, RBI tells banks & their proxies. Governor Shaktikanta Das wants banks to improve corporate governance and risk standards. RBI yet to take call on working group's suggestion of corporates running banks. DBS Bank India gets Rs 2,500 cr capital support from parent for LVB merger. Reserve Bank to consider new framework for its numerous banking proxies. RBI elevates rural banks while booting risk framework. Hike in contactless transaction limit to further digital drive: Industry. Bank credit grows by 5.82 percent, deposits by 10.89 percent. Why not open Indian companies, both stressed and prime performers, to foreign lenders?. ",2020-12-04
489,"RBI pulls up HDFC over outages, tells bank to halt all digital launches, new credit cards. RBI tells HDFC Bank to stop new digital launches and selling new credit cards. Restrictions on HDFC Bank after outage: What RBI's order means, and likely impact on customers. Indian banking growth to be impacted for next few years due to Covid. RBI ban on HDFC Bank could stay for 3-6 months: Macquarie Capital. After RBI action on outages, HDFC Bank CEO steps in to allay customer fears. ET in the classroom: How the RBI move on HDFC Bank affects customers. After HDFC Bank, now SBI’s YONO hit by a system outage. HDFC Bank's problems may be linked to growing too fast. ",2020-12-03
490,"The list of bank holidays in December 2020. Insolvency resolution in India sees second consecutive quarter of under-performance. The world watches as India tries a hard 30% cap to avoid tech's anti-trust troubles. Union Bank completes integration of all branches of Corporation Bank with itself. Banks want RBI to extend recast window till March 31, 2021. High bounce rates indicate trouble ahead for lenders. ",2020-12-02
491,"DHFL rebids: All four suitors including Adani will be given chance to revise their offers. Supreme Court dismisses Chanda Kochhar's plea against termination by ICICI Bank. HC pulls up RBI for leaving it to PMC bank to decide depositors requests for money in emergencies. SBI along with NPCI, Japan's JCB launch contactless debit card. Supreme Court junks Chanda Kochhar's plea challenging termination as MD, CEO. Yes Bank aims to disburse Rs 10,000 crore retail, MSME loans in December quarter. ",2020-12-01
492,"RBI may keep policy rates unchanged. Large banks may move RBI to tweak loan rejig rule. Banks closed on November 30 on account of Guru Nanak Jayanti. Jan Dhan accounts, direct cash transfers from government boost ATMs in rural areas. An RBI working group insider explains the thinking behind businessmen-as-bankers recommendation. Consumers going back to credit cards as inquiries exceed October '19 levels: Transunion Cibil. Singapore's DBS says it has completed takeover of distressed Lakshmi Vilas Bank. Lakshmi Vilas Bank customers can access all services; no change in interest rates as of now: DBS. Banks in India to see capital decline over 2 years without fresh infusion: Moody's. Sidbi to handhold MSMEs for free in formulating restructuring plans. Loan growth continues to remain tepid; but loans to medium sized firms, wholesale trade are outliers. Reliance Capital defaults on interest payments on HDFC and Axis term loans. ",2020-11-30
493,Government opposes further loan moratorium. ,2020-11-28
494,"RBI has set precedence in LVB bond write-off, will hurt other banks: Report. Lakshmi Vilas Bank becomes DBS India; 94-year old bank part of history now. Delhi High Court stays RBI's show cause notice to UVARCL. ",2020-11-27
495,Banking services to get affected as unions go on one-day strike. Operations at PSU banks partially hit due to trade union strike. Proposal to allow business houses into banking a good-looking step in bad direction: Kaushik Basu. RBL Bank to hold virtual cyclothon to raise funds for girl child education. RBI's culpability in Lakshmi Vilas Bank's failure needs to be looked into: AIBEA. Bombay High Court refuses Lakshmi Vilas Bank promoters' plea to stay merger with DBS. Court rejects ED intervention plea against closure report in MSC Bank case. View: Why a rush from large corporate and industrial houses to own banks is still very unlikely. ,2020-11-26
496,"Why allowing corporate houses to own banks is a bad idea. LVB to become DBS Bank India, cash withdrawal allowed from Friday. Bank credit growth slows to 5.8 per cent in September quarter: RBI data. India Post consumers sweat due to lack of online services amid Covid outbreak. Bank operations may be hit by unions' strike on Thursday. ",2020-11-25
497,"Jio Payments Bank seeks to open Reliance Industries, group companies' current accounts. Half of NBFCs which qualify for bank licence are corporate-owned. Non-performing loans in Indian banking sector to rise in next 12-18 months: S&P. PNB customers complain TDS deduction on every cash withdrawal. AIBEA to join trade unions in nationwide general strike on Nov 26. ",2020-11-24
498,"HDFC Bank outage: RBI seeks details. Govt weighs 2 options for pre-pack IBC resolution. Allowing corporate houses to own banks could be disastrous: Raghuram Rajan & Viral Acharya. S&P sceptical of allowing corporates into Indian banking. Private-sector lenders may have to float NOFHC if they intend to own more than 20% in insurance or mutual fund businesses. Indian Banks grow mortgage book at the expense of risk averse non-bank lenders. 'Corporate houses in banking a bad idea': Rajan, Acharya slam RBI panel recommendations. Hitachi Payments on expansion spree, to nearly double white label ATMs by March. ",2020-11-23
499,"IOB expects resolution of NPAs worth Rs 18,000 cr in 2nd half of FY21. Operation of some banks temporarily halted due to power issue at data centre on Saturday. Bank of Maharashtra expects only Rs 1,000-1,500 crore loan book to be restructured. As special audit of Srei Infra Finance begins, it's déjà vu for banks and fixed income market. HDFC Bank eyes 40-60% rise in disbursement in H2 of FY-21 on quick economic recovery. ",2020-11-22
500,Big business houses may be allowed to set up banks. ,2020-11-21
501,"RBI should've called for bids from interested parties: Lakshmi Vilas Bank promoter. Large corporates may be allowed as promoters of banks: RBI Internal Working Group. RBI internal working group recommends promoters to hold higher stake in private banks. ED assures SC of no coercive action against former ICICI Bank CEO Chanda Kochhar in PMLA case. Bajaj Finance, M&M Financial may be front runners to become banks if RBI accepts suggestions. New RBI norms might force banks to reduce their holdings, change business models. “Consolidated supervision” clause may deter corporate houses to seek bank license. Tracing the evolution of bank licensing in India. How to make PM Modi's flagship Jan Dhan Yojana more financially inclusive. ",2020-11-20
502,"With Lakshmi Vilas deal, DBS faces potential culture clash. DBS faces potential culture clash as it scoops up distressed Lakshmi Vilas Bank. Supreme Court to resume hearing on loan moratorium, interest on interest waiver case today. Airtel Payments Bank to expand footprint in West Bengal. RBI's swift resolution of Lakshmi Vilas Bank to maintain sector stability: S&P. Axis Bank offers e-governance solutions to Bangalore Water Supply and Sewerage Board. Proposed LVB-DBS merger a remarkable job: RBI board member. ",2020-11-19
503,"RBI's Lakshmi Vilas Bank bailout plan: Singapore's DBS to infuse Rs 2,500 crore. Loan moratorium: SC to resume hearing today on interest waiver, RBI seeks to end stay on classification of NPAs. Lakshmi Vilas Bank: The rise and fall of a 94-yr-old troubled bank from Tamil Nadu. View: With Lakshmi Vilas Bank, India is finally getting a bank rescue right. Twist in DHFL resolution saga, now NCLT orders stay in proceedings till December 3. DBS-LVB Deal: A hint to foreign banks, grim signal for shareholders. Poonawalla Finance offers special loans to company secretaries. SBI banks on Juniper network infrastructure for its new data centre. Online gold loan business gaining traction and NBFCs want to make most of it. Lakshmi Vilas Bank depositors' money safe, says RBI-appointed administrator. AIBOC opposes merger of LVB with DBS Bank; pitches for merger with state-owned bank. Confident LVB moratorium will be lifted within one month, says RBI-appointed administrator. Clix Capital may apply for banking licence after failed merger with Lakshmi Vilas Bank. Merger with LVB to strengthen DBS Bank's India biz: Moody's. UCO Bank cuts home loan rate by 25 basis points. The reasons behind the fall of Lakshmi Vilas Bank. Banking frauds continue to rise amidst Covid-19 pandemic. DBS Bank issues maiden green loans in India worth Rs 1,050 cr to CapitaLand. ",2020-11-18
504,"NBFCs lose car loan market share on rate war by PSBs. Former Infosys chief appointed as chairperson of RBI's newly set up Innovation Hub. Yes Bank launches co-branded prepaid card with Neokred for cashless payments. Lakshmi Vilas Bank placed under moratorium; withdrawals capped at Rs 25,000. RBI proposes merger with DBS Bank as possible solution to Lakshmi Vilas Bank's capital woes. Lakshmi Vilas Bank placed under moratorium, withdrawals capped at Rs 25K; RBI proposes merger with DBS Bank. RBI restricts withdrawals from Jalna-based Mantha Urban Coop Bank for 6 months. Had demanded timely action from RBI on Lakshmi Vilas Bank, merger with a public sector bank: AIBEA. ",2020-11-17
505,"Banks will offer more doorstep services soon: Rajkiran Rai, Union Bank of India MD. Smriti Mandhana becomes the brand ambassador of Equitas Small Finance Bank. Equitas Small Finance Bank launches women savings account offering 7 pc interest. ",2020-11-16
506,"Time RBI widens scope for potential banking licences: Sanjiv Bajaj, chairman of Bajaj Finance. ",2020-11-15
