,Headlines,Date,Sentiment
1571,RBI chief blames ‘overall economic downturn’ for bad loan issue as PAC asks to explain ‘real causes’. ,2016-05-01,[[1.5928351e-03 5.1596044e-07 9.9840671e-01]]
1572,"RBI deputy governor slams promoters for duping banks, pulls up bankers as well. ",2016-04-30,[[9.9999237e-01 3.5995185e-07 7.3214073e-06]]
1573,E-commerce pushing sales and transactions of credit cards: Vijay Jasuja. Non-Performing assets of public sector banks to be examined by parliamentary panel. ,2016-04-29,[[9.9982661e-01 6.9545877e-08 1.7328931e-04]]
1574,"With 10 branches, first small finance bank kicks off operations. Yes Bank Q4 profit rises 27.4% on advances, retail. House panel to govt: Name all those who got Govt banks to write off debt. ",2016-04-28,[[7.7139962e-01 2.2815888e-01 4.4161253e-04]]
1575,"Bad loans: Reform the banking system, Supreme Court tells govt. Axis Bank net slips 1.2%, bad loans rise sharply. ",2016-04-27,[[2.4510728e-04 9.8349564e-02 9.0140533e-01]]
1576,"Figures don’t match: RBI says PNB wrote off Rs 8,500 cr but bank says zero. RBI to bring P2P lending under regulation soon. ",2016-04-26,[[9.9991786e-01 2.2118960e-05 5.9950136e-05]]
1577,PSB head search: Bank Bureau to start selection process soon. IDBI CEO on merger: No proposal of stake sale to L&T Finance. HDFC Bank posts 20% rise in Q4 net profit. ,2016-04-23,[[2.0397938e-07 9.9999976e-01 7.2210349e-09]]
1578,"Not all loan defaults are wilful, nor all lending corrupt: Vinod Rai. ",2016-04-21,[[9.9539667e-01 9.4032177e-05 4.5093177e-03]]
1579,"$1 billion was sent overseas for students in last 9 months: RBI. Separate morality from NPA clean-up, says Raghuram Rajan. ",2016-04-19,[[9.9998903e-01 3.5795815e-06 7.4022118e-06]]
1580,Foodgrain procurement: Banks to tighten norms for cash credit. ,2016-04-18,[[0.8969139  0.03621271 0.06687337]]
1581,Uniform definition for non-performing assets on the cards. No immunity for IPC offences under domestic black money window. ,2016-04-17,[[9.9980754e-01 6.0949718e-05 1.3163596e-04]]
1582,Forex reserves hit record high at $359.917 bn. ,2016-04-16,[[1.5410027e-04 9.9883848e-01 1.0074830e-03]]
1583,"Govt bank write-off: Expert group to clean up, strengthen banks. Banks confirm: Recoveries crawl as write-offs swell. Banking sector witnessing revolution, says RBI Guv Raghuram Rajan. Banking on reforms: RBI’s new norms can help promote efficient lending practices. Who waived loans of defaulters? Some Govt banks say it’s secret, others point to panels. ",2016-04-12,[[3.0872392e-02 9.6904647e-01 8.1076956e-05]]
1584,"Raghuram Rajan cautions public against frauds using RBI’s name. We attempt to be an informed, adaptive regulator: RBI Governor Raghuram Rajan. ",2016-04-11,[[9.9987006e-01 4.6128145e-05 8.3765481e-05]]
1585,Health of banking sector shows the state of economy: UBI chief. ,2016-04-10,[[9.9973828e-01 3.5189692e-05 2.2649873e-04]]
1586,"Jayant Sinha, Raghuram Rajan attend Banks Board Bureau’s first meeting. Banks may cut interest rates in next few days, says Shaktikanta Das. Housing loans: Room for rate cuts, but banks may pass benefits gradually. Industries that went for expansion in last 4 yrs have been caught in a trough: Union Bank CMD. ",2016-04-09,[[9.9414802e-01 1.4384101e-04 5.7081087e-03]]
1587,"Rajan prunes repo by 25 bps, seeks transmission by banks. ",2016-04-06,[[9.9999404e-01 2.3866226e-06 3.5809142e-06]]
1588,NPA challenge the biggest before Centre: Arvind Panagariya. ,2016-04-05,[[6.7732386e-02 4.5447669e-04 9.3181318e-01]]
1589,"With inflation easing, will RBI cut interest rate by 0.50 percent?. ",2016-04-03,[[0.96112186 0.02034683 0.01853132]]
1590,Policy review on April 5: Bankers ask RBI to address liquidity issue. ,2016-04-02,[[9.9997640e-01 8.0930235e-08 2.3515115e-05]]
1591,Senior Citizens Welfare Fund: FinMin clears way for transfer of unclaimed deposits in small savings. Debt Funds: Are FMPs losing their lustre?. ,2016-04-01,[[9.9492908e-01 2.7229353e-05 5.0436561e-03]]
1592,"Centre to infuse Rs 5K cr in PSB including UCO, Syndicate Bank. ",2016-03-29,[[9.9999738e-01 3.0397462e-07 2.2602717e-06]]
1593,Core banking at 25K post offices by April: Ravi Shankar Prasad. Edelweiss AMC buys JP Morgan’s MF biz. ,2016-03-23,[[9.9999523e-01 3.9190218e-07 4.3921300e-06]]
1594,"Front-running of trades HDFC MF refunds investors for losses. To make economy more efficient, interest rates have to come down: Arun Jaitley on PPF rate cuts. ",2016-03-20,[[3.1161512e-04 2.8221379e-04 9.9940622e-01]]
1595,"In bad debt cloud, silver lining for banks: Aam aadmi. ",2016-03-14,[[9.9860126e-01 7.0158327e-05 1.3285889e-03]]
1596,"Ramnath Goenka Lecture series: Probe illegality, but don’t kill lending, cautions Raghuram Rajan. Overstating NPA crisis may hit overall lending: Arun Jaitley. ",2016-03-13,[[3.1137535e-01 2.7145030e-05 6.8859744e-01]]
1597,"RBI Chief Raghuram Rajan skirts rate cut talks, but comforted by fiscal targets. Jaitley hopes for betterment of NPA situation, says don’t want to overstate bad loan crisis in PSBs. Ramnath Goenka Lecture series: Large scale debt write-offs difficult, says RBI Governor Raghuram Rajan. ",2016-03-12,[[0.760709   0.00726518 0.23202582]]
1598,"Arun Jaitley: PSBs’ NPAs soar Rs1 lakh cr in  9 months of FY16. Syndicate Bank fraud: CBI searches 10 locations; books five officials, four businessmen. ",2016-03-09,[[9.9994659e-01 1.4162914e-07 5.3254800e-05]]
1599,BoB case: CBI searches 10 locations in NCR. ,2016-03-07,[[9.9999964e-01 5.0818629e-09 3.3731885e-07]]
1600,"Interview with Shaktikanta Das: ‘If needed, Rs 5-7K cr can be added for PSBs capitalisation’. ",2016-03-04,[[9.9999845e-01 3.7653851e-07 1.2263597e-06]]
1601,Stake in PSBs: LIC holding drops as stress mounts. Government to lower stake in PSU banks to 51%. ,2016-02-15,[[0.61617273 0.10941371 0.27441356]]
1602,"Rs 3,342 crore loss: BoB reports biggest loss in banking history. On-tap issue of bank licences soon; need more competition, says Raghuram Rajan. ",2016-02-14,[[7.9432651e-03 1.3365895e-04 9.9192303e-01]]
1603,"Bad loans: Planning more steps to empower banks, says Jaitley. IDBI Bank posts Rs 2,184 cr loss on sharp rise in bad loans and provisioning. Govt banks at risk to cover future loan losses. ",2016-02-13,[[5.8929225e-05 7.3982387e-06 9.9993372e-01]]
1604,"SBI net down 61.67%, shows fresh slippages of Rs. 20,692 crore. Small savings rates revision soon, says Economic Affairs Secretary Das. Band-aid won’t do, banks need deep surgery, says RBI Governor Raghuram Rajan. ",2016-02-12,[[8.85068715e-01 3.51533614e-04 1.14579685e-01]]
1605,Mounting bad loans treble IOB losses. ,2016-02-11,[[7.2492543e-07 1.2469476e-04 9.9987459e-01]]
1606,"SBI’s new scheme: Teasing with ‘flexi’ loans. Wait for lower rates gets longer as banks fight NPAs, growth pressures. ",2016-02-05,[[2.885768e-06 2.022176e-05 9.999769e-01]]
1607,SBI launches ‘FlexiPay’ home loan with 3-5 yrs interest moratorium. ‘Banks face 1 lakh cr haircut to revive stressed assets’. ,2016-02-02,[[9.9992073e-01 4.3327069e-05 3.6024787e-05]]
1608,Short-term rates remain high ahead of RBI policy review. IRDA’s new reinsurance guidelines favour public sector firm GIC Re. ,2016-02-01,[[0.6766694  0.03540414 0.2879264 ]]
1609,Tackling the NPA menace: Raghuram Rajan hints at significant loan write-offs by banks. Will provide enough capital for banks to meet Basel III norms: Jayant Sinha. ,2016-01-30,[[1.7992719e-01 8.1986952e-01 2.0327467e-04]]
1610,Funding Crisis: Bad loans remain big worry for infra projects. ,2016-01-27,[[5.5137986e-07 4.4696108e-07 9.9999905e-01]]
1611,"Strategic Debt Restructuring scheme: ‘A solution, with its own problems’. RBI not in favour of giving special status to NAMCO. ",2016-01-26,[[0.05932559 0.00161054 0.9390639 ]]
1612,Yuan devaluation likely to hurt Indian exports: Nirmala Sitharaman. Non-food credit grows 11.2%  Y-o-Y for fortnight to Dec 25. ,2016-01-09,[[0.00122665 0.99312913 0.00564421]]
1613,"G-Sec holding: FIIs, DIIs raise their share as banks’ holding declines. ",2016-01-04,[[9.9956280e-01 3.5821294e-04 7.9049598e-05]]
1614,More FY16 rate cuts unlikely: SBI chief. Trend reversal: Housing loan disbursement by state-owned banks slows down. ,2016-01-02,[[3.3509030e-04 1.2409309e-02 9.8725557e-01]]
1615,RBI sets new rules for banks to fix lending rate. ,2015-12-18,[[9.99898314e-01 9.54044935e-07 1.00747915e-04]]
1616,"Jayant Sinha to discuss growth, banking issues with state finance ministers. ",2015-12-08,[[9.9835062e-01 4.2441789e-07 1.6489784e-03]]
1617,Chennai floods: Banks to consider loan recasts after easing EMI rules. ,2015-12-07,[[9.9996781e-01 1.9203698e-07 3.1973326e-05]]
1618,"Raghuram Rajan keeps repo rate unchanged at 6.75%, CRR at 4%. ",2015-12-01,[[9.9999750e-01 1.3701316e-07 2.3797672e-06]]
1619,Strategic review: HSBC to shut its private banking business in India. ,2015-11-28,[[9.9892008e-01 6.4829965e-07 1.0792895e-03]]
1620,RBI nod must for buying 5% or more stake in private banks. ,2015-11-20,[[9.9999678e-01 1.4449232e-07 3.1087939e-06]]
1621,"Intel agencies, RBI plan to integrate ICEGATE into banking system. ",2015-11-19,[[9.9997938e-01 6.3519492e-06 1.4344458e-05]]
1622,PNB puts Ramsarup unit loans up for sale to asset reconstruction companies. ,2015-11-14,[[9.9997962e-01 1.7753786e-05 2.5901627e-06]]
1623,Indiabulls Housing Finance buys 39.76 per cent stake in UK Bank. ,2015-11-12,[[9.9999142e-01 5.1890911e-06 3.3966821e-06]]
1624,"Bank of Baroda bad loans surge by Rs 10,000 crore. ",2015-11-07,[[3.6516192e-04 9.9962962e-01 5.2595228e-06]]
1625,Probe into ‘illegal’ forex remittances hit by Hong Kong privacy laws. ,2015-11-06,[[9.9248260e-01 3.6890357e-04 7.1484642e-03]]
1626,World Bank’s Doing Business ranking should have been significantly higher: Arun Jaitley. FII investment in October touches 8-month high. ,2015-11-02,[[2.599200e-03 9.973935e-01 7.258769e-06]]
1627,SBI chief seeks pricing parity with HFCs on home loans. ,2015-11-01,[[9.9999774e-01 1.9090012e-06 3.6606465e-07]]
1628,"CVC to RBI, banks: Red flag multiple forex transactions. ",2015-10-24,[[9.9998736e-01 7.1195764e-06 5.5273249e-06]]
1629,Rajan reiterates Lima warning about pushing financial inclusion too hard. ,2015-10-15,[[3.3894584e-03 2.3618313e-05 9.9658692e-01]]
1630,RBI Governor Raghuram Rajan lauds SC ruling on Aadhar for banking. ,2015-10-16,[[9.999249e-01 9.516776e-07 7.408655e-05]]
1631,"BoB to appoint accounting firm to review compliance, says new MD. ",2015-10-14,[[9.99881387e-01 1.56239344e-06 1.17022886e-04]]
1632,P Chidambaram welcomes RBI rate cut of 0.5%. ,2015-12-26,[[9.9961483e-01 3.9323877e-05 3.4586390e-04]]
1633,Reserve Bank likely to cut repo rate by 25 bps. ,2015-09-27,[[0.95457786 0.03052945 0.01489266]]
1634,"Key task: Keeping inflation low, well into the future, says Rajan. ",2015-09-19,[[0.81731623 0.00187912 0.18080455]]
1635,New black money law: Swiss banks ask Indians to disclose their accounts to tax authorities at home first. ,2015-08-30,[[9.9997807e-01 3.0577107e-07 2.1566229e-05]]
1636,"No payment systems on 2nd, 4th Saturdays: RBI. ",2015-08-29,[[9.9999917e-01 2.7928454e-07 5.5281885e-07]]
1637,"Rs 3,000-cr ‘fraud’: Insurance companies to approach Arun Jaitley over tax raids. ",2015-08-10,[[9.9354059e-01 2.9903062e-04 6.1604055e-03]]
1638,Rate cut hinges on transmission by banks: RBI. ,2015-08-09,[[9.9983156e-01 7.3898008e-07 1.6766811e-04]]
1639,RBI expected to stand pat on interest rate at monetary policy review. ,2015-08-04,[[9.999995e-01 9.497284e-09 4.784282e-07]]
1640,General insurers agree to retain 5% compulsory cession. ,2015-08-02,[[9.9998260e-01 1.4903744e-06 1.5895614e-05]]
1641,Pledge future PF to pay home loan: plan for weaker sections. ,2015-07-31,[[0.98267096 0.01150462 0.00582436]]
1642,"Care downgrades Jaiprakash to D category; firm seeks review. Indian Financial Code: Report only an input into govt policy, says Jayant Sinha. ",2015-07-25,[[9.993438e-01 4.623098e-05 6.099246e-04]]
1643,Indian Financial Code: Draft dilutes RBI Governor’s power; can’t veto on policy rate. Irda says no to 100% FDI in insurance broking biz. ,2015-07-24,[[9.9996793e-01 9.8807795e-06 2.2197435e-05]]
1644,Yes Bank raises Rs 554 crore debt. ,2015-07-08,[[9.9992263e-01 5.9762107e-05 1.7684322e-05]]
1645,"Post AIIB, India to reduce banking on World Bank infra arm. ",2015-07-03,[[0.9973302  0.0013569  0.00131295]]
1646,"Foreign investors eye domestic debt, RBI to tighten norms. ",2015-06-29,[[0.9570081  0.02128087 0.02171104]]
1647,Finance Ministry for setting FII limit in G-Secs in rupee terms. ,2015-06-27,[[9.9998367e-01 7.0678749e-07 1.5611509e-05]]
1648,Anshu Jain to work for free in Deutsche Bank advisory role. ,2015-06-15,[[9.99874353e-01 4.96135044e-06 1.20652025e-04]]
1649,"Home, auto EMIs likely to come down; Jaitley asks banks to pass RBI rate cuts to borrowers. ",2015-06-12,[[9.9178541e-01 5.4575223e-05 8.1600053e-03]]
1650,"HSBC to cut up to 50,000 jobs from its payroll, slash investment bank. ",2015-06-09,[[9.9991596e-01 1.3995207e-06 8.2664621e-05]]
1651,Home loans to be cheaper as SBI slashes base rate by 0.15% to 9.70 per cent. ,2015-06-02,[[9.9163085e-01 8.3290460e-03 4.0033265e-05]]
1652,SBI’s Q4 profit up 23% on plunge in bad loans. ,2015-05-23,[[1.9870079e-07 9.9999940e-01 3.4590605e-07]]
1653,Central banks should not ignore global responsibilities: Raghuram Rajan. ,2015-05-20,[[9.9974269e-01 1.1023596e-06 2.5621761e-04]]
1654,Bank of China to open its branch in Mumbai: Devendra Fadnavis. ,2015-05-17,[[9.999989e-01 2.604613e-07 8.379177e-07]]
1655,"Global reinsurers firm up plans, appoint India CEOs. ",2015-05-10,[[9.9998546e-01 1.3162416e-05 1.4511633e-06]]
1656,Dilute promoters’ stake to below 10%: HC to Yes Bank. ,2015-05-08,[[0.09928421 0.89572376 0.00499203]]
1657,"IBA prepares recap road map, govt set for infusion. ",2015-04-26,[[9.9999964e-01 1.9063567e-07 1.6382107e-07]]
1658,Loan waiver of 2009 impeded flow of finances: RBI Governor. ,2015-04-25,[[2.1784006e-04 7.3051215e-06 9.9977487e-01]]
1659,RBI planning to implement interoperable cash transfer. ,2015-04-22,[[9.9994814e-01 4.3116546e-05 8.6836362e-06]]
1660,Rupee logs biggest fall in 2015: down 55 paise vs dollar. ,2015-04-20,[[4.3212231e-03 7.1344861e-05 9.9560744e-01]]
1661,"Centre to review new ITR forms, make them simple. FM concerned over CBI’s intervention in regulatory decisions. ",2015-04-19,[[6.9083320e-03 1.1372236e-05 9.9308032e-01]]
1662,"‘No one now advocates big bang… steady, regular reforms is what we are engaged in,’ says RBI Governor. ",2015-04-17,[[9.9991286e-01 4.4802106e-05 4.2308573e-05]]
1663,Banks working on common tech platform. ‘Full convertibility needed to make India leading economy’. ,2015-04-16,[[3.4659117e-02 9.6532506e-01 1.5865045e-05]]
1664,‘Banking sector to witness major changes in next couple of years’. ,2015-04-11,[[0.971115   0.01178251 0.01710244]]
1665,HDFC cuts home loan rate by 20 basis points; EMIs to get cheaper. ,2015-04-13,[[0.34234667 0.65463483 0.00301845]]
1666,Raghuram Rajan hints at restructuring new banking license. ,2015-04-10,[[9.9996209e-01 1.0701305e-06 3.6836289e-05]]
1667,"PSBs roped in to breathe new life into KVPs as scheme fails to generate investor interest. Outlook improving, says RBI; projects growth at 7.8% in FY16. Leading banks cut lending rates after RBI Governor’s tough talk. With fall in cost of funds more banks likely to follow suit. ",2015-04-08,[[5.7102825e-06 9.9999249e-01 1.8231815e-06]]
1668,Bankers call for anti-dumping duty on steel imports. Every legitimate demand can’t be termed as tax terrorism: Arun Jaitley. Direct tax mop-up likely to miss revised target by R19K cr. RBI proposes shift to Re debts. RBI Governor Raghuram Rajan keeps policy rate unchanged on fears of food inflation. ,2015-04-07,[[3.6151022e-01 1.7336269e-04 6.3831645e-01]]
1669,‘RBI likely to maintain status quo on rates on Tuesday’. FinMin considers clubbing MFI & MUDRA Bank Bills. ,2015-04-06,[[9.9998069e-01 3.4155444e-06 1.5912996e-05]]
1670,Firming food prices may prompt RBI to maintain status quo. ,2015-04-05,[[7.4837059e-01 3.5734233e-04 2.5127202e-01]]
1671,Just 5 states account for 91% of all foreign firms in India. RBI nixes bank plan for additional holidays on alternate Saturdays. ED files corruption case against former-Syndicate Bank CMD. ,2015-04-04,[[9.9976271e-01 1.2682384e-06 2.3594061e-04]]
1672,"RBI Guv Rajan  warns of excessive leverage by infra players. Financial inclusion, 20-year map must: PM Narendra Modi to banks. ",2015-04-03,[[9.9933559e-01 2.8950476e-06 6.6158298e-04]]
1673,"Govt revises selection norms for non-official directors in state-run banks. ING Vysya-Kotak Mahindra merger gets RBI approval. Reserve Bank prescribes tough norms for IFSC banking units. Make financial inclusion a habit, prepare 20-yr road map: PM to banks. ",2015-04-02,[[9.9881953e-01 1.1102419e-03 7.0239003e-05]]
1674,"Banks get a shot in the arm, can now set aside 50% of floating provisions against NPAs. ",2015-03-31,[[9.9992943e-01 1.2621012e-05 5.7936133e-05]]
1675,RBI proposes to cut banks’ corporate exposure limit to reduce risks in banking sector. ,2015-03-29,[[9.9984455e-01 7.8683799e-05 7.6731092e-05]]
1676,"At mint corporation event, FM suggests use of cheques, plastic currency. RBI moves to restrict bank exposure to corporate loans. ",2015-03-28,[[9.9997985e-01 1.8375539e-06 1.8368979e-05]]
1677,US Fed cheer fizzles out as profit booking drags Sensex into the red. Write-offs continue to weigh on banks as recoveries lag. ,2015-03-20,[[1.1462776e-06 7.9535721e-06 9.9999094e-01]]
1678,Mutual Fund houses want tax sops for pension products on lines of NPS. ,2015-03-19,[[9.9999809e-01 2.9941344e-07 1.5144658e-06]]
1679,"SBI conducts e-auction for Rs 1,200 cr distressed assets. ",2015-03-15,[[9.9999416e-01 9.9207803e-08 5.7401689e-06]]
1680,BSE Sensex rises nearly 1 pct; insurance bill passage may aid reforms. ,2015-03-12,[[2.4024472e-02 9.7582519e-01 1.5025777e-04]]
1681,"Bank Nifty plunges 413 pts to 19,334 pts; Axis Bank share price down 3 pct. ",2015-03-09,[[1.8946399e-04 8.4913409e-06 9.9980205e-01]]
1682,RBI taking a closer look at rate transmission issue. ,2015-03-08,[[9.9998045e-01 1.3392940e-07 1.9408069e-05]]
1683,Reserve Bank of India cuts interest rate by 25 basis points. ,2015-03-04,[[9.992828e-01 6.664598e-05 6.506104e-04]]
1684,"In a first, Irda has a run-in with the law. ",2015-02-23,[[9.9997270e-01 1.5085999e-07 2.7165370e-05]]
1685,"PSBs generate R21,700 cr bad loans in three months. Jaitley asks bank employee unions to withdraw strike call. ",2015-02-22,[[9.9977416e-01 1.3896719e-05 2.1185672e-04]]
1686,Banks making a ‘mockery’ of lending operations: RBI Governor Raghuram Rajan. ,2015-02-20,[[9.9997854e-01 5.6259626e-07 2.0830439e-05]]
1687,SBI chief bats for new infrastructure financing model. ,2015-02-17,[[9.9998343e-01 2.3426069e-06 1.4204789e-05]]
1688,"SBI manages to arrest spike in bad loans, indicates worst may be over. ",2015-02-14,[[1.6450163e-05 2.9664419e-05 9.9995387e-01]]
1689,"ICICI profit rises 14%, asset quality slips. Coal India Ltd mega sale brings in Rs 22.6K cr. Banks in a happy place: Jayant Sinha. ",2015-01-31,[[1.6591969e-04 9.9982399e-01 1.0138807e-05]]
1690,Modi congratulates banks for opening 11.5 crore accounts under Jan Dhan Yojana. ,2015-01-25,[[9.9999952e-01 6.5394814e-09 5.0782728e-07]]
1691,Forex reserves hit all-time high at $322.14 billion. Direct tax collections up 13% in nine months of FY15. ,2015-01-24,[[1.611712e-07 9.999999e-01 7.540220e-09]]
1692,European Central Bank faces crucial test of resolve on euro. ,2015-01-19,[[6.1663836e-01 1.5324513e-04 3.8320833e-01]]
1693,"No plan to privatise CIL, Railways: FM. Will create system to force promoters to absorb losses: Rajan. ‘HDFC Bank among world’s 50 most valued banks in 2014’. ",2015-01-18,[[9.9604970e-01 3.9202096e-03 3.0082381e-05]]
1694,RBI allows NBFCs to recast infra project loans. ,2015-01-17,[[9.9991035e-01 7.8898403e-05 1.0722944e-05]]
1695,Govt stake dilution not sufficient for Basel III: RBI Deputy Governer. ,2015-01-11,[[9.9982005e-01 5.9526383e-06 1.7406166e-04]]
1696,Arun Jaitley promises greater autonomy to PSU banks. Unions’ threats may create hurdles for Government’s public sector bank reform push. Lenders for trimming government stake in PSBs below 51%. ,2015-01-04,[[6.2493392e-04 3.6956822e-05 9.9933809e-01]]
1697,"On Day 1, bankers talk reform blueprint. Govt, RBI work on plan to clean up PSU banks. Finance Commission: De-link funds to states from schemes. Make Microfinance Bill tough to prevent ponzi scams: Orissa. ",2015-01-03,[[9.9992621e-01 1.2235033e-05 6.1536724e-05]]
1698,"Priority sector loans, bank restructuring to be part of two days bankers meet. Govt, RBI work on plan to clean up PSU banks. ",2015-01-02,[[9.9994123e-01 3.4682700e-05 2.4110464e-05]]
1699,"Govt splits Chairman & MD post, names chiefs for United Bank, 3 other PSU banks. Govt splits Chairman & MD post, names chiefs for United Bank, 3 other PSU banks. ",2014-12-31,[[9.9999785e-01 9.1667590e-07 1.1872582e-06]]
1700,We are working to fix e-commerce payments post-Uber case: Rajan. RBI governor questions effectiveness of farm debt waiver schemes. ,2014-12-28,[[9.9296111e-01 1.1716057e-05 7.0272181e-03]]
1701,India gets extra month to sign US law on exchange of financial information. ,2014-12-27,[[9.9996352e-01 1.6963771e-05 1.9589230e-05]]
1702,"Indian Rupee hits 10-month low, slides by 28 paise vs US dollar. ",2014-12-15,[[0.995689  0.001267  0.0030441]]
1703,"RBI, govt to discuss timeline for 2-6 pct inflation target: Raghuram Rajan. ",2014-12-12,[[9.9999964e-01 2.5611387e-08 3.1260177e-07]]
1704,"Banks trim deposit rates, look at passing on benefit to loans. Market sees ‘political action’ behind SBI MF shelving Shariah fund. RBI: White label ATMs can accept international cards. ICICI Bank to sell its Russian arm. ",2014-12-06,[[9.9987304e-01 1.1071089e-04 1.6263526e-05]]
1705,"HDFC Bank, ICICI Bank cut retail fixed deposit rates. ",2014-12-04,[[9.9856383e-01 2.7485761e-05 1.4087533e-03]]
1706,Govt will implement ‘large’ number of FSLRC proposals: Arun Jaitley. RBI Governor Raghuram Rajan to review monetary policy on Tuesday. ,2014-11-30,[[9.9998415e-01 1.4648127e-06 1.4465113e-05]]
1707,Sebi fines 6 merchant banks for lapses in CARE IPO. ,2014-11-29,[[9.9998963e-01 4.4267705e-07 9.9489998e-06]]
1708,Jayant Sinha says govt considering plan to reduce stake to 52 pct in state banks. ,2014-11-28,[[9.9989808e-01 3.0335861e-05 7.1552706e-05]]
1709,Affordable homes: Bank can lend Rs 10 lakh against infrastructure bonds. ,2014-11-27,[[9.9998546e-01 1.2204391e-06 1.3343352e-05]]
1710,Kotak Mahindra Bank in elite club of private banks even before ING Vysya merger. ,2014-11-22,[[9.9992824e-01 7.9206393e-06 6.3910258e-05]]
1711,"RBI unlikely to cut rate in next policy review: SBI chief. Kotak Mahindra Bank acquires ING Vysya Bank for Rs 15,000 cr in an all-share deal. ",2014-11-20,[[9.99832869e-01 1.18312826e-04 4.88039950e-05]]
1712,"RBI to cut rates by 25bps each in Feb, Apr: Goldman Sachs. ",2014-11-17,[[9.9992633e-01 1.7232178e-05 5.6429224e-05]]
1713,"SBI Q2 Net rises 31 per cent to Rs 3,100 crore. ",2014-11-14,[[9.6815634e-01 3.1181538e-02 6.6217902e-04]]
1714,RBI to invite applications for payment banks by November-end: Raghuram Rajan. ,2014-11-13,[[9.9999750e-01 1.8771510e-06 5.8152307e-07]]
1715,"Rose Valley scam much bigger than Saradha, says ED. ",2014-11-12,[[0.99624217 0.00249151 0.00126637]]
1716,Appointment of 8 PSU bank heads by Nov-end: FinMin. ,2014-11-01,[[9.9999833e-01 1.4107534e-06 2.9383298e-07]]
1717,Lenders against plan to limit appraisals for large loans to big banks. ,2014-10-25,[[9.4665283e-01 1.5070968e-05 5.3332008e-02]]
1718,"HDFC Bank Q2 profit up 20 per cent at Rs 2,381.5 crore. ",2014-10-21,[[1.0873196e-07 9.9999988e-01 1.1215025e-08]]
1719,"For best debt return, bet on beaten down IIGS in the long-term. ",2014-10-20,[[5.2371254e-04 9.9946862e-01 7.6616298e-06]]
1720,Economic recovery in India still uneven: Raghuram Rajan. ,2014-10-13,[[1.6473902e-03 1.3545705e-06 9.9835122e-01]]
1721,Indian rupee jumps 31 paise against dollar to 61.09. ,2014-10-09,[[0.9719124  0.02696665 0.00112098]]
1722,"Why Ben Bernanke, former US Fed chairman, can’t refinance his mortgage. ",2014-10-04,[[9.9957246e-01 1.6017259e-05 4.1156460e-04]]
1723,Festival time for banks as customers return. ,2014-10-02,[[9.9989486e-01 7.8675785e-06 9.7273129e-05]]
1724,RBI keeps interest rate unchanged at 8 per cent. ,2014-09-30,[[9.9999976e-01 1.9052891e-08 2.5845924e-07]]
1725,"Missed a loan payment? Good luck moving that car. Short change: Most debt-based mutual funds underperform in last 5 years. While European Central Bank struggles, US Federal Reserve sees recovery. Jan Dhan accounts cross 5 crore mark, banks collect over Rs 3500 crore. ",2014-09-29,[[0.00220355 0.12179605 0.8760004 ]]
1726,"Bullish on India, asset managers see billions of dollars flowing into India. ",2014-09-26,[[2.8837387e-06 9.9999714e-01 6.8782220e-09]]
1727,"Reserve Bank may hold rates until Q2 of 2015, then ease, says poll. ",2014-09-24,[[9.9998617e-01 1.2467947e-07 1.3764615e-05]]
1728,"Now, UCO Bank wields wilful default stick on Vijay Mallya’s Kingfisher Airlines. ",2014-09-20,[[9.9996114e-01 1.5216947e-06 3.7258138e-05]]
1729,"I-T to look into credit history, loan repayment pattern of taxpayers. ",2014-09-18,[[9.99997735e-01 1.16156116e-07 2.10697453e-06]]
1730,"SBI takes lead, pares retail deposit rates. Indian rupee gains 9 paise against US dollar in early trade. ",2014-09-17,[[1.5357283e-03 9.9845397e-01 1.0188134e-05]]
1731,State Bank of India cuts fixed deposit rates to 8.75% from 9%. ,2014-09-16,[[9.9920911e-01 8.3326835e-05 7.0751959e-04]]
1732,"Central banks inflating ‘elevated’ asset prices, says BIS. ",2014-09-15,[[2.7231535e-02 3.7313387e-04 9.7239536e-01]]
1733,Money laundering: RBI takes action against erring Urban Cooperative Banks. ,2014-09-14,[[9.7458035e-01 1.0659317e-04 2.5313133e-02]]
1734,Indian rupee recovers 11 paise against US dollar in early trade. ,2014-09-11,[[0.85930616 0.00613065 0.13456316]]
1735,RBI: Classify guarantors as wilful defaulters if demands not met. ,2014-09-10,[[9.9865711e-01 1.0118753e-04 1.2416948e-03]]
1736,India rupee up 15 paise against US dollar in early trade. Indian rupee to hold at Rs 58-62 against US dollar: BofA. ,2014-09-08,[[9.9996555e-01 2.2632421e-05 1.1759432e-05]]
1737,"Indian banks’ bad loan level not ‘scary’, says RBI Governor  Raghuram Rajan. For long term, look at equities. ",2014-09-01,[[9.9999404e-01 9.9144422e-08 5.8284727e-06]]
1738,"Under greater scrutiny, banks’ stressed asset sales to ARCs rise sharply. ",2014-08-25,[[1.2186943e-03 3.1694170e-04 9.9846435e-01]]
1739,RBI says online transactions using credit cards should be in rupee. ,2014-08-23,[[9.9999845e-01 4.5502932e-07 1.0474087e-06]]
1740,Indian rupee gains 15 paise to to 60.52 against US dollar. ,2014-08-22,[[3.5836875e-02 9.6365011e-01 5.1304337e-04]]
1741,Indian rupee down 15 paise against US dollar in early trade. RBI Deputy Governor R Gandhi asks bankers to be innovative on home loans. Now invest Rs 1.5L in Public Provident Fund. ,2014-08-20,[[9.9998784e-01 1.5722782e-07 1.2021254e-05]]
